2 9.1665207426 5.792733791 6.37733763845
4 9.632050948 5.8916115011 6.990685917
6 10.3150687107 7.5435674236 6.23262576389
8 11.2719905805 8.0595156694 6.0805265897
10 11.4652220462 9.3310864725 5.51158671941
12 10.7163274127 9.0209843669 5.29089547203
